PropertyID,OccupancyType,Building,Address,City,State,Zip,Contact,ContactTel,RevisedDate,LastCarrier,InspectionDate,BRepCostNew,BSquareFoot,CRepCostNew,ParkSquareFoot,ParkSubStructure,ValuationDate,WallType,Heating,Cooling,RoofMaterial,Passenger,Freight,CommerciallyInsured,FEMAGrant,FEMARef,GrantDateRec,FEMAAmt,PropertySold,SoldDate,PropertyActive,ActiveDate,InactiveDate,MICLA,MICLADate,YearBuilt,StoriesNo,BuildingSF,ParkingSF,MFireAlarm,AFireAlarm,Sprinkler,Fully,Partial,EntryAlarm,ProtectionClass,Notes,UserID,InputDate,LossControlReport,AppraisalReport
P00328,Library,Arroyo Seco Branch Library,6145 N. Figueroa Street,Los Angeles,CA,90042,Cheryl Collins,3105487785,12/6/12 0:00,NULL,NULL,1111513,212,NULL,212,NULL,12/6/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/03 0:00,NULL,NULL,NULL,2003,2,5243,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,12/6/12 14:31,N,NULL
P00084,Pump Station,Pump Station 674,624 W 190th St,Los Angeles,CA,90501,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,2703767,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1961,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:42,N,N
P00312,Library,Van Nuys Branch Library,6250 Sylmar Ave. Mall,Van Nuys,CA,91401,Cheryl Collins,3105487785,8/27/12 0:00,NULL,8/17/12 0:00,2716568,212,0,212,0,8/27/12 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/96 0:00,NULL,N,NULL,1996,2,12814,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:06,N,N
P00032,Multi-Purpose Bldg,Marvin Braude Constituent Ctr,6262 Van Nuys Blvd.,Van Nuys,CA,90047,Randy Oshiro,8187569588,5/15/15 0:00,XL American,3/1/15 0:00,33674353,163,8635548,163,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,6,201500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                ,sbiggs,5/18/15 11:07,N,N
P00007,Library,Central Library,630 W. 5th Street,Los Angeles,CA,90071,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,123319061,216,23785258,216,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,U,NULL,Y,1/1/25 0:00,NULL,N,NULL,1925 / 1993,7,555000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                 ,sbiggs,5/18/15 11:01,Y,N
P00326,Offices / Workshops,Woodley Lakes Golf Complex,6335 Woodley Ave.,Van NUys,CA,91406,James Ward,8182461243,11/8/12 0:00,NULL,10/24/12 0:00,605000,151,0,151,0,10/24/12 0:00,Concrete Block,Y,Y,Concrete Slate,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,U,NULL,NULL,2,4020,0,Y,Y,Y,Y,NULL,Y,NULL,"Property Data obtained from Department of Recreation and Parks, James Ward. Refer to Golf Complex's Rental Value Entry.  ",sbiggs,2/15/13 13:59,N,N
P00205,Fire Station,Fire Station105,6345 Fallbrook Ave,Woodland Hills,CA,91364,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,926136,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/7/62 0:00,NULL,N,NULL,1962,2,6093,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:08,N,N
P00109,Office Bldg,San Pedro Municipal Building,638 S. Beacon Street,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American   ,3/1/15 0:00,12149767,185,2047461,185,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,N,N,NULL,NULL,0,U,NULL,Y,1/1/28 0:00,NULL,U,NULL,1928,7,63700,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American            ,sbiggs,5/18/15 11:02,U,U
P00010,Library,Chinatown Branch Library,639 N. Hill Street,Los Angeles,CA,90012,Raul Macias,213-485-5844,3/12/14 0:00,NULL,3/1/14 0:00,530400,36,1418820,36,0,3/1/14 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/03 0:00,NULL,N,NULL,1983/2003,1,14500,0,Y,Y,Y,Y,NULL,Y,NULL,"Ins. Term Year 03/10 thru 03/11;  Property - Lexington Ins. Co. #02041281, $500M p/o $1B; Zurich Ins. Co. #ERP9140209-03, $500M p/o $1B.             ",sbiggs,3/12/14 15:16,N,N
P00353,Library,Playa Vista Branch Library,6400 Play Vista Dr,Los Angeles,CA,90094,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2226000,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,10500,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/9/13 16:24,N,N
P00166,Fire Station,Fire Station 33,6406 S. Main St.,Los Angeles,CA,90003,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,1609680,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/1/71 0:00,NULL,N,NULL,1971,2,10590,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:41,N,N
P00079,Pump Station,Pump Station 666,647 S Fries Ave,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,2227680,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1920,1,531,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:39,N,N
P00027,City Yard,Hollywood Yard,6640 Romaine Street,Los Angeles,CA,90038,Dan Eason,213-978-7227,3/12/15 0:00,NULL,3/1/15 0:00,154530,15,0,15,0,3/1/15 0:00,Wood / Concrete,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/49 0:00,NULL,N,NULL,1949,1,9728,0,Y,Y,Y,Y,NULL,Y,NULL,        ,sbiggs,6/24/15 14:35,N,N
P00126,City Yard,Hollywood Street Services Yard,6640 Romaine Street,Los Angeles,CA,90038,Dan Eason,2139787227,3/12/15 0:00,NULL,3/1/15 0:00,154530,15,0,15,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/49 0:00,NULL,N,NULL,1949,1,9728,0,Y,Y,Y,Y,NULL,Y,NULL,         ,sbiggs,6/24/15 14:38,N,N
P00099,Pump Station,Pump Station 691,675 Front St,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,2118948,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1977,1,1215,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,7/17/14 10:46,N,N
P00276,Fire Station,Fire Station 100,6751 Louise Ave,Van Nuys,CA,91406,Community Liaison Officer,8187569588,11/30/11 0:00,XL American,NULL,11723376,152,0,152,0,11/30/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/19/61 0:00,NULL,U,NULL,1961,1,7713,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American      ,sbiggs,7/10/14 15:50,N,N
P00065,Pump Station,Pump Station 631,679 Hampden Pl,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,247067,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1940,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American      ,sbiggs,6/30/15 13:33,N,N
P00038,Office Bldg,Old Venice City Hall,681 Venice Blvd.,Venice,CA,90291,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American,5/15/15 0:00,749986,146,0,146,0,5/15/15 0:00,Wood Frame,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/20 0:00,NULL,N,NULL,1920's,4,5000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,6/24/15 14:24,N,N
P00204,Fire Station,Fire Station 72,6881 DeSoto Bl,Canoga Park,CA,91303,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1775056,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/29/78 0:00,NULL,N,NULL,1978,2,11678,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:07,N,N
P00226,Fire Station,Fire Station 80,6911 World Way,Los Angeles,CA,90045,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,1976000,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/21/85 0:00,NULL,N,NULL,1985,2,13000,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:38,N,N
P00351,Library,Pio Pico Koreatown Branch Library,694 S. Oxford,Los Angeles,CA,9005,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,4240000,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,2,20000,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/9/13 16:18,N,N
P00308,Library,Sun Valley Branch Library,7035 Vineland Ave,Sun Valley,CA,91352,Cheryl Collins,3105487785,8/9/12 0:00,NULL,8/9/12 0:00,2650000,212,0,212,0,8/9/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,1,12500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:04,N,N
P00268,Fire Station,Fire Station 89,7063 Laurel Canyon Blvd,North Hollywood,CA,91675,Community Liaison Officer,2139783810,11/30/11 0:00,NULL,11/30/11 0:00,1186512,152,0,152,0,11/10/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,2/5/59 0:00,NULL,N,NULL,1959,2,7806,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:42,N,N
P00232,Other,Little Friends Child Development Center,707 E. Kensington Road,Los Angeles,CA,90026,Chris Rajapakse,8183521504,8/3/11 0:00,NULL,8/2/11 0:00,314000,157,0,157,0,8/3/11 0:00,Frame,Y,N,NULL,N,U,N,U,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,1,2000,0,N,N,N,N,NULL,N,NULL,  ,sbiggs,2/14/13 15:19,N,N
P00247,Multi-Purpose Bldg,Kedren Community Medical Health Center Inc,710 E. 111th Place,Los Angeles,CA,90059,Chris Rajapakse,8183521504,9/21/11 0:00,NULL,9/21/11 0:00,6280000,157,0,157,0,9/21/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1964,1,40000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/14/13 15:42,N,N
P00363,Library,Westchester - Loyola Branch Library,7114 W. Manchester Ave,Los Angeles,CA,90045,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2650000,212,NULL,212,NULL,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,1,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/10/13 15:33,N,N
P00107,Pump Station,Pump Station 747,713 1/2 Main St.,Venice,CA,90014,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1999,0,0,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:29,N,N
P00054,Pump Station,Pump Station 617,7140 Lankershim Bl.,Sun Valley,CA,91352,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,1285690,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1938,1,144,0,N,N,N,N,NULL,N,NULL,Property - Xl American        ,sbiggs,6/30/15 13:26,N,N
P00365,Library,Will & Ariel Durant Branch Library,7140 W. Sunset Blvd,Los Angeles,CA,90046,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2650000,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,12500,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/10/13 15:45,N,N
P00072,Pump Station,Pump Station 646,740 Hurricane Ave,Venice,CA,90292,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,6155239,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1959,1,3600,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:48,N,N
P00217,Fire Station,Fire Station 73,7419 Rededa Blvd,Reseda,CA,91335,Community Liaison Officer,2139783810,7/14/11 0:00,NULL,NULL,1213000,152,0,152,0,7/14/11 0:00,Concrete Block,Y,Y,NULL,U,U,N,N,NULL,NULL,0,NULL,NULL,Y,5/2/89 0:00,NULL,N,NULL,1989,2,8000,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:11,N,N
P00108,Pump Station,Pump Station 750,7600 Imperial Hwy.,Vista Del Mar,CA,90293,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2003,0,0,0,N,N,N,U,NULL,N,NULL,NULL,sbiggs,9/21/10 12:29,N,N
P00002,Police Station,77th Street Police Station,7600 S. Broadway Ave.,Los Angeles,CA,90003,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American,3/1/15 0:00,17249669,161,5587393,161,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/77 0:00,NULL,N,NULL,1977,3,104300,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American          ,sbiggs,5/18/15 11:17,N,N
P00057,Pump Station,Pump Station 620,7608 1/2 Woodman Ave,North Hollywood,CA,91402,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1959,2,0,0,N,N,N,N,NULL,N,NULL,NULL,sbiggs,9/21/10 11:34,N,N
P00309,Library,Sunland - Tujunga Branch Library,7771 Foothill Blvd,Tujunga,CA,91042,Cheryl Collins,3105487785,8/9/12 0:00,NULL,8/9/12 0:00,2226000,212,0,212,0,8/9/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1995,1,10500,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,1/17/13 15:05,N,N
P00218,Fire Station,Fire Station 74,7777 Foothill Blvd,TuJunga,CA,91042,Community Liaison Officer,2139783810,7/14/11 0:00,NULL,NULL,980096,152,0,152,0,7/14/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/27/50 0:00,NULL,N,NULL,1950,2,6448,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,2/15/13 13:11,N,N
P00190,Fire Station,Fire Station 57,7800 S. Vermont Ave,Los Angeles,CA,90044,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,828400,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/6/88 0:00,NULL,N,NULL,1988,2,5450,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:57,N,N
P00058,Pump Station,Pump Station 621,7805 Van Nuys,Van Nuys,CA,91402,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1964,2,0,0,N,N,N,N,NULL,N,NULL,NULL,sbiggs,9/21/10 11:35,N,N
P00269,Fire Station,Fire Station 90,7921 Woodley Ave,Van Nuys,CA,91406,Community Liaison Officer,8183521504,11/15/11 0:00,NULL,11/15/11 0:00,1677624,152,0,152,0,11/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/2/56 0:00,NULL,N,NULL,1956,2,11037,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:43,N,N
P00096,Pump Station,Pump Station 688,799 S. Neptune Ave,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,307548,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1975,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:47,N,N
P00279,Fire Station,Fire Station 97,8021 Mulholland Dr,Los Angeles,CA,90046,Community Liaison Officer,8183521504,11/30/11 0:00,NULL,11/30/11 0:00,672296,152,0,152,0,11/30/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/11/62 0:00,NULL,N,NULL,1962,1,4423,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:45,N,N
P00355,Library,Robert Lewis Stevenson Branch Library,803 Spence St,Los Angeles,CA,90023,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,1272000,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/27 0:00,NULL,N,NULL,1927,1,6000,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/17/13 14:13,N,N
P00243,Offices / Workshops,Community Coalition For Substance Abuse Prevention,8101 S. Vermont Avenue,Los Angeles,CA,90044,Chris Rajapakse,8183521504,9/15/11 0:00,NULL,NULL,1290383,157,0,157,0,9/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,1,8219,0,Y,U,Y,Y,NULL,Y,NULL,  ,sbiggs,2/14/13 15:37,N,N
P00052,Pump Station,Pump Station 615,8133 Vineland Ave,Sun Valley,CA,91352,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2005,1,0,0,N,N,N,N,NULL,N,NULL,      ,sbiggs,9/21/10 11:29,N,N
P00284,Fire Station,Fire Station 104,8349 Winnetka Ave,Canoga Park,CA,91306,Community Liaison Officer,2139783810,12/15/11 0:00,NULL,12/14/11 0:00,1071904,152,0,152,0,12/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/1/62 0:00,NULL,N,NULL,1962,1,7052,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:48,N,N
P00130,Parking Garage,MetroLink Parking Lot,8350 San Fernando Road,Los Angeles,CA,91352,Raul Macias,2134855844,3/12/15 0:00,XL American,3/1/15 0:00,103020,0,0,0,0,3/1/15 0:00,NULL,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - XL American         ,sbiggs,6/24/15 14:42,N,N
P00260,Fire Station,Old Fire Station 84,85340 Canoga Ave,Woodland Hills,CA,91364,Community Liaison Officer,2139783810,11/4/11 0:00,NULL,NULL,490656,152,0,152,0,11/4/11 0:00,Wood / Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/13/49 0:00,NULL,N,NULL,1949,2,3228,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:40,N,N
P00348,Library,Palisades Branch Library,861 Alma Real Dr,Pacific Palisades,CA,90272,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2438000,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,1,11500,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/9/13 15:23,N,N
P00144,Fire Station,Fire Station 5,8900 S. Emerson Ave,Los Angeles,CA,90045,Community Liaison Officer,213-978381,12/14/10 0:00,NULL,NULL,3771576,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,4/13/06 0:00,NULL,N,NULL,2006,2,24813,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:37,N,N
P00221,Fire Station,Old Fire Station 77,8943 Glen Oaks Blvd,Sun Valley,CA,91352,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,651472,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/15/41 0:00,NULL,N,NULL,1941,1,4286,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:12,N,N
P00100,Pump Station,Pump Station 692,900 N. Southerland,Wilmington,CA,91406,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1977,0,0,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:21,N,N
P00347,Library,Northridge Branch Library,9051 Darby Ave,Northridge,CA,91325,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,NULL,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,1,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 15:19,N,N
P00153,Fire Station,Fire Station 15,915 W. Jefferson Blvd,Los Angeles,CA,90007,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1494160,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/3/50 0:00,NULL,N,NULL,1950,2,9830,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:56,N,N
P00252,Multi-Purpose Bldg,Rita Walters Learning Center,915 W. Manchester Blvd,Los Angeles,CA,90044,Chris Rajapakse,8183521504,10/6/11 0:00,NULL,10/6/11 0:00,3667520,157,0,157,0,10/6/11 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/99 0:00,NULL,N,NULL,1999,2,23360,0,Y,Y,Y,Y,NULL,Y,NULL,"The Children's Collective, Inc. ",sbiggs,2/15/13 10:28,N,N
P00222,Fire Station,Fire Station 77,9224 Sunland Blvd,Sun Valley,CA,91352,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,2284256,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/22/05 0:00,NULL,N,NULL,2005,2,15028,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:13,N,N
P00301,Library,San Pedro Branch Library,931 S. Gaffey St.,San Pedro,CA,90731,Cherly Collins,310-548-77,7/25/12 0:00,NULL,NULL,4240000,212,0,212,0,7/25/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/83 0:00,NULL,N,NULL,1983,1,20000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:02,N,N
P00117,City Yard,West Valley Sanitation Yard,9324 Topanga Canyon Blvd,Chatsworth,CA,91311,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,927839,60,325708,60,0,3/1/15 0:00,Wood / Concrete,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1970,2,15000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                  ,sbiggs,5/18/15 10:54,N,N
P00161,Fire Station,Fire Station 24,9411 Wentworth St,Sun land,CA,91040,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,668800,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/10/69 0:00,NULL,N,NULL,1969,1,4400,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 16:01,N,N
P00295,Library,Mark Twain Branch Library,9621 S. Figueroa Street,Los Angeles,CA,90003,Cherly Collins,3105487785,6/18/12 0:00,NULL,6/14/12 0:00,2098800,212,0,212,0,6/18/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,1,9900,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,12/3/12 13:57,N,N
P00202,Fire Station,Fire Station 70,9861 Reseda Bl,Los Angeles,CA,91324,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1697384,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/9/80 0:00,NULL,N,NULL,1980,2,11167,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:07,N,N
P00090,Pump Station,Pump Station 681,Berth 79 Ports O'Call,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,12/31/06 0:00,82700,0,0,0,0,12/31/06 0:00,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1999,1,600,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:12,N,N
