OBJECTID *,Shape *,AIN,APN,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,RecDate,RecDocNo,OwnerName,SpecialName,MailStreet,MailAddress,MailCity,MailZip,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,Assr_Map,Assr_Index_Map,APN,A_ComRedevAg,B_DWP,C_GSDSurplus,D_CAO_Interim,E_PublicWorks,F_Surplus_Consol,G_Nona,H_Wilmington,Shape_Length,Shape_Area
348,Polygon,6229005271,6229-005-271,236924,L A  City Dept of Water & Power,LADWP,010V,1,Residential,Single,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,90018,0,0,0,0,1978,1978,0,6229-005,6229-NDX,6229005271,0,1,0,0,0,0,0,0,996.352287,47000.57808
349,Polygon,6232009273,6232-009-273,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,382497,0,0,0,0,1978,1978,0,6232-009,6232-NDX,6232009273,0,1,0,0,0,0,0,0,2661.6196,127769.4759
350,Polygon,6358021276,6358-021-276,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19750101,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,76061,0,0,0,0,1982,1982,0,6358-021,6358-NDX,6358021276,0,1,0,0,0,0,0,0,3245.375388,178146.4749
351,Polygon,6358021270,6358-021-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051,2013,2295,0,0,0,0,1978,1978,0,6358-021,6358-NDX,6358021270,0,1,0,0,0,0,0,0,1249.170476,55620.86006
352,Polygon,8564007900,8564-007-900,236920,L A  City Dept of Water & Power,LADWP,8800,88,Government,Government Parcel,19690114,<Null>,L A CITY DEPT OF WATER AND POWER,REAL EST BUS GROUP - JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,8564-007,8564-NDX,8564007900,0,1,0,0,0,0,0,0,776.402194,32133.65705
353,Polygon,8564010901,8564-010-901,236920,L A  City Dept of Water & Power,LADWP,8100,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19690114,<Null>,L A CITY DEPT OF WATER AND POWER,REAL EST BUS GROUP - JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,8564-010,8564-NDX,8564010901,0,1,0,0,0,0,0,0,1348.169284,60158.6345
354,Polygon,8564018270,8564-018-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,14002,0,0,0,0,1978,1978,0,8564-018,8564-NDX,8564018270,0,1,0,0,0,0,0,0,515.503811,13732.83905
355,Polygon,8564019272,8564-019-272,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,36809,0,0,0,0,1978,1978,0,8564-019,8564-NDX,8564019272,0,1,0,0,0,0,0,0,1318.96822,62395.84985
356,Polygon,8115001907,8115-001-907,236928,L A City Dept of Water & Power Ex at Acq,LADWP,8800,88,Government,Government Parcel,19690314,<Null>,L A CITY DEPT OF WATER AND POWER,REAL ESTATE BUS GROUP-JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,8115-001,8115-NDX,8115001907,0,1,0,0,0,0,0,0,2327.537531,143293.9265
357,Polygon,8115001905,8115-001-905,236000,L A City,LA City,8800,88,Government,Government Parcel,19551201,<Null>,LA CITY, ,HOPE ST,111 N HOPE ST   P O BOX,LOS ANGELES CA,90012-2607,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,8115-001,8115-NDX,8115001905,0,1,0,0,0,0,0,0,1586.780656,81125.75981
358,Polygon,8110001271,8110-001-271,236924,L A  City Dept of Water & Power,LADWP,010V,1,Residential,Single,19740226,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,8926,0,0,0,0,1978,1978,0,8110-001,8110-NDX,8110001271,0,1,0,0,0,0,0,0,1182.667431,44224.01095
359,Polygon,5210024006,5210-024-006,<Null>,<Null>,<Null>,1210,12,Commercial,Store Combination,20111107,1504278,"BERGER,BONNIE TR", ,JOHNSTON ST,1832 JOHNSTON ST,LOS ANGELES CA,90031-3499,2013,320875,187338,0,0,0,2012,2012,20110822,5210-024,5210-NDX,5210024006,0,0,0,0,0,0,1,0,439.983522,9074.473699
360,Polygon,5210024007,5210-024-007,<Null>,<Null>,<Null>,2800,28,Commercial,Animal Kennels,20120120,107993,"FONG,ADMOND S AND", ,VIA SERRANO AVE,3708 VIA SERRANO AVE,LA CANADA FLINTRIDGE CA,91011-4170,2013,272340,333540,0,0,0,2012,2012,20120120,5210-024,5210-NDX,5210024007,0,0,0,0,0,0,1,0,433.982982,8908.891801
361,Polygon,5210024900,5210-024-900,236000,L A City,LA City,3000,30,Industrial,Industrial,19750627,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5210-024,5210-NDX,5210024900,0,0,0,1,1,1,0,0,220.286239,2212.781191
362,Polygon,5210025910,5210-025-910,236000,L A City,LA City,8800,88,Government,Government Parcel,19740903,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5210-025,5210-NDX,5210025910,0,0,0,1,0,1,0,0,213.124788,2210.6518
363,Polygon,5210025905,5210-025-905,236000,L A City,LA City,8800,88,Government,Government Parcel,19760609,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5210-025,5210-NDX,5210025905,0,0,0,1,1,1,0,0,528.44218,13164.13157
364,Polygon,5210026020,5210-026-020,<Null>,<Null>,<Null>,1100,11,Commercial,Stores,20080801,1379902,"LUM,NATHAN AND", ,STONEMAN AVE,824 S STONEMAN AVE   # 13,ALHAMBRA CA,91801-5814,2013,449671,52286,0,0,0,2009,2009,20080801,5210-026,5210-NDX,5210026020,0,0,0,0,0,0,1,0,348.694362,6515.69115
365,Polygon,5210025906,5210-025-906,236000,L A City,LA City,8800,88,Government,Government Parcel,19741223,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5210-025,5210-NDX,5210025906,0,0,0,1,1,1,0,0,336.413876,6131.063427
366,Polygon,5301020906,5301-020-906,236900,Community Redevelopment Agency of L A City,LA City,8890,88,Government,Government Parcel,19760105,<Null>,COMMUNITY REDEVELOPMENT AGENCY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5301-020,5301-NDX,5301020906,1,0,0,0,0,0,0,0,963.367537,27360.33479
367,Polygon,5301020901,5301-020-901,236900,Community Redevelopment Agency of L A City,LA City,8800,88,Government,Government Parcel,19740311,<Null>,COMMUNITY REDEVELOPMENT AGENCY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5301-020,5301-NDX,5301020901,1,0,0,0,0,0,0,0,359.9147,5597.949401
368,Polygon,5304014900,5304-014-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19630507,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5304-014,5304-NDX,5304014900,0,0,0,1,1,1,0,0,200.315657,900.341177
369,Polygon,5304017901,5304-017-901,236000,L A City,LA City,8800,88,Government,Government Parcel,19650607,<Null>,L A CITY, ,MONTECITO DR,711 MONTECITO DR,LOS ANGELES CA,900311431,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,5304-017,5304-NDX,5304017901,0,0,0,1,1,1,0,0,349.40185,4970.513621
370,Polygon,5302007902,5302-007-902,236900,Community Redevelopment Agency of L A City,LA City,8800,88,Government,Government Parcel,19760116,<Null>,COMMUNITY REDEVELOPMENT AGENCY, , ,, ,0,,,,,,,,,,,,,,,,,,,,,,
