APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
6067004044,01/07/2015,Single Family,"1945 E 113TH ST
",90059,15,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5015026020,01/07/2015,Multi-Family,"4512 1 2 S ARLINGTON AVE
",90043,8,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
6011008011,01/07/2015,Single Family,"336 E 71ST ST
",90003,9,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2221015004,01/07/2015,Single Family,"15045 W WYANDOTTE ST
",91405,6,Deutsche Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
2656017024,01/07/2015,Single Family,"9325 N LANGDON AVE
",91343,7,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2214008016,01/07/2015,Single Family,"7951 N PEACHTREE AVE
",91402,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2552016012,01/07/2015,Single Family,"11011 N WHITEGATE AVE
",91040,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2120023013,01/07/2015,Single Family,"17935 W COHASSET ST
",91335,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2230020008,01/07/2015,Single Family,"6519 N ALDEA AVE
",91406,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2176010018,01/07/2015,Single Family,"18880 W WELLS DR
",91356,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7410013059,01/07/2015,Single Family,"1724 W 254TH ST
",90717,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5565045020,01/07/2015,Single Family,"2416 N LAUREL PASS
",90046,4,U.S. Bank National Association c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5013026025,01/07/2015,Single Family,"4914 S 11TH AVE
",90043,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2126016012,01/07/2015,Single Family,"6923 N GEYSER AVE
",91335,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5504006005,01/07/2015,Single Family,"414 S LORRAINE BLVD
",90020,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2603015069,01/07/2015,Single Family,"13481 N PALA AVE
",91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5422011008,01/07/2015,Single Family,"2372 W LOMA VISTA PL
",90039,13,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5018020011,01/07/2015,Single Family,"722 1 2 W 50TH ST
",90037,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5456010003,01/07/2015,Single Family,"3140 N VERDUGO ROAD
",90065,1,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2605003020,01/07/2015,Single Family,"12850 N WOODLEY AVE
",91344,12,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
2260017041,01/07/2015,Single Family,"5184 N MAGNOLIA BLVD
",91436,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2344022001,01/07/2015,Single Family,"13466 W MCCORMICK ST
",91401,4,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
7467008032,01/07/2015,Single Family,"3408 S KERCKHOFF AVE
",90731,15,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
2425017005,01/07/2015,Single Family,"3713 N BROADLAWN DR
",90068,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6030002022,01/07/2015,Single Family,"243 E 80TH ST
",90003,9,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2230007013,01/07/2015,Single Family,"16912 W SCHOOLCRAFT ST
",91406,6,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
6032007008,01/07/2015,Multi-Family,"824 W 82ND ST
",90044,8,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5119018013,01/07/2015,Single Family,"1217 E 28TH ST
",90011,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2378022017,01/07/2015,Single Family,"11423 W SUNSHINE TER
",91604,2,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060
2217031171,01/07/2015,Single Family,"7320 N LENNOX AVE
",91406,2,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2748024040,01/07/2015,Single Family,"9511 N KEOKUK AVE
",91311,12,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2728010029,01/07/2015,Single Family,"19135 W HARNETT ST
",91326,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2637006001,01/07/2015,Single Family,"13652 W BRANFORD ST
",91331,6,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
2151009020,01/07/2015,Single Family,"5719 N WINNETKA AVE
",91367,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2032025018,01/07/2015,Single Family,"6425 N VALLEY CIRCLE TER
",91307,12,Bank of New York Mellon c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5046017018,01/07/2015,Single Family,"3545 S MUIRFIELD RD
",90016,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2249005017,01/07/2015,Multi-Family,"14535 W WEDDINGTON ST
",91411,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5183006006,01/07/2015,Single Family,"163 N CHICAGO ST
",90033,14,Citibank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2315003003,01/07/2015,Single Family,"7747 N KLUMP AVE
",91352,6,Deutsche Bank National Trust  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
6032008007,01/07/2015,Single Family,"917 W 83RD ST
",90044,8,Wells Fargo Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2171012067,01/07/2015,Single Family,"5001 N CALATRANA DR
",91364,3,Deutsche Bank c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
2038035014,01/07/2015,Single Family,"22419 W VICTORY BLVD
",91307,12,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
2624015011,01/07/2015,Multi-Family,"12720 W MONTAGUE ST
",91331,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5114025031,01/07/2015,Single Family,"1191 E 33RD ST
",90011,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5478008024,01/07/2015,Single Family,"5241 E BUCHANAN ST
",90042,1,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5063008072,01/07/2015,Single Family,"2322 S COCHRAN AVE
",90016,10,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2872021031,01/07/2015,Single Family,"11774 N ENTRADA AVE
",91326,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5472007036,01/07/2015,Single Family,"4107 N ACKERMAN DR
",90065,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2761015010,01/07/2015,Single Family,"9800 N PENFIELD AVE
",91311,12,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2511024007,01/07/2015,Single Family,"13175 W AZTEC ST
",91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6057004038,01/07/2015,Single Family,"1850 W 93RD ST
",90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2566005039,01/07/2015,Single Family,"7171 W FENWICK ST
",91042,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2417008014,01/07/2015,Single Family,"5543 N STROHM AVE
",91601,2,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5206006009,01/07/2015,Multi-Family,"2670 N WORKMAN ST
",90031,1,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2632025002,01/07/2015,Single Family,"10958 W ROSCOE BLVD
",91352,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2263008013,01/07/2015,Single Family,"15202 W HARTSOOK ST
",91403,4,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2116005068,01/07/2015,Single Family,"19660 W SATICOY ST
",91335,3,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
2075039010,01/07/2015,Single Family,"5167 N KNOLLWOOD WAY
",91364,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6050031016,01/07/2015,Single Family,"916 E 101ST ST
",90002,8,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6057008031,01/07/2015,Single Family,"2056 W 97TH ST
",90047,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5101012001,01/07/2015,Multi-Family,"154 1 2 E 53RD ST
",90011,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2105008012,01/07/2015,Single Family,"19546 W HEMMINGWAY ST
",91335,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2731024047,01/07/2015,Single Family,"9950 N RESEDA BLVD
",91325,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5044013022,01/07/2015,Multi-Family,"3500 S 10TH AVE
",90018,10,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5021009023,01/07/2015,Single Family,"4239 S HOBART BLVD
",90062,8,Deutsche Bank National Trust  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2701010026,01/07/2015,Single Family,"19569 W TURTLE SPRINGS
",91326,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5071022050,01/07/2015,Multi-Family,"4723 W ST ELMO DR
",90019,10,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2664018012,01/07/2015,Single Family,"11001 N MARKLEIN AVE
",91345,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5202016010,01/07/2015,Multi-Family,"1518 N RICARDO ST
",90033,14,GUILD MORTGAGE COMPANY,INGRID FOOTE,858-627-2202,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5029026005,01/07/2015,Single Family,"5434 W WEATHERFORD DR
",90008,10,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060
2023007017,01/07/2015,Single Family,"22021 W CANTLAY ST
",91303,3,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5060029013,01/07/2015,Single Family,"2120 S 3RD AVE
",90018,10,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5514011033,01/07/2015,Multi-Family,"330 N CROFT AVE
",90048,5,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
6052008018,01/07/2015,Single Family,"148 E 92ND ST
",90003,8,Citibank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2535006017,01/07/2015,Single Family,"13363 W FILMORE ST
",91331,7,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5460018011,01/07/2015,Single Family,"3631 N KINNEY PL
",90065,1,Wells Fargo Bank C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
6042005004,01/07/2015,Single Family,"8759 S MCKINLEY PL
",90002,9,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2531034021,01/07/2015,Single Family,"11847 W ELDRIDGE AVE
",91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5044021010,01/07/2015,Multi-Family,"2440 W EXPOSITION PL
",90018,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7413033069,01/07/2015,Single Family,"25524 S DODGE AVE
",90710,15,Deutsche Bank National Trust  C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2747014198,01/07/2015,Single Family,"21629 W LASSEN ST
",91311,12,Deutsche Bank National Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
4409019006,01/07/2015,Single Family,"864 N BROOKTREE ROAD
",90272,11,U.S. Bank National Association c/o Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
7463009016,01/07/2015,Multi-Family,"1074 W 25TH ST
",90731,15,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
4118014172,01/07/2015,Single Family,"8300 W MANITOBA ST
",90293,11,Bank of New York Mellon Trust c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Safeguard,7887   Safeguard   Valley View CA 44125,877-340-0060
2633017004,01/07/2015,Single Family,"11942 W NEENACH ST
",91352,6,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5016013006,01/07/2015,Single Family,"1558 W 46TH ST
",90062,8,Wells Fargo Bank c/o Select Portfolio Servicing,NA NA,888-349-8694,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
6019019017,01/07/2015,Single Family,"1036 W 74TH ST
",90044,8,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
5469019016,01/07/2015,Single Family,"330 N AVENUE
",90042,1,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2787012008,01/07/2015,Single Family,"17813 W MALDEN ST
",91325,12,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
6070001029,01/07/2015,Single Family,"1257 E 109TH ST
",90059,15,GUILD MORTGAGE COMPANY,INGRID FOOTE,858-627-2202,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
